M1_4	211.588600113837
M2_4	209.805204866071
M3_4	212.595659097201
M4_4	211.893835567838
M5_4	211.880046371013
M6_4	210.745594656573
M7_4	211.704569950189
M8_4	212.630240806472
M9_4	209.468152657889
M10_4	211.385659762194
M11_4	212.305120095979
M12_4	210.48686898581
M13_4	210.527474963073
M14_4	210.014381852008
M15_4	210.457992571176
M16_4	210.948923061261
M17_4	210.00615065113
M18_4	210.73109170696
M19_4	211.34862680321
M20_4	210.255958438624
M21_4	212.124156865365
M22_4	210.827256857671
M23_4	211.689135863122
M24_4	209.278975276886
M25_4	211.178314243676
M26_4	210.082664570882
M27_4	210.59444405794
M28_4	209.729093394628
M29_4	210.677844031085
M30_4	211.664939396242
M31_4	210.659401010065
M32_4	209.399746510137
M33_4	212.006860978489
M34_4	212.839715195874
M35_4	212.744756193033
M36_4	211.622383984015
M37_4	211.790548412466
M38_4	210.895683875433
M39_4	210.838138231374
M40_4	211.653589838416
M41_4	212.185003263554
M42_4	211.186966667187
M43_4	212.442759978228
M44_4	211.463614427505
M45_4	211.129213496365
M46_4	211.234456533525
M47_4	210.360509492977
M48_4	211.600927243308
M49_4	212.448815944933
M50_4	210.273226115217
M51_4	211.024929334831
M52_4	210.501560033027
M53_4	211.315835170787
M54_4	208.910913469713
M55_4	210.853728712801
M56_4	212.115856713864
M57_4	210.170452407603
M58_4	211.487238601918
M59_4	210.963010726196
M60_4	210.012867639732
M61_4	210.531945034064
M62_4	211.714436783941
M63_4	208.952024992203
M64_4	211.7573420213
M65_4	211.007255583228
M66_4	211.143770897173
M67_4	210.989781022065
M68_4	211.085686052219
M69_4	210.094195276321
M70_4	210.472174599659
M71_4	210.877036118197
M72_4	212.26955315546
M73_4	210.911009390292
M74_4	210.86205145729
M75_4	211.197039462532
M76_4	210.93246195473
M77_4	211.824253997773
M78_4	212.320296778494
M79_4	212.876669938829
M80_4	211.616540367985
M81_4	212.027578671898
M82_4	211.726865986453
M83_4	211.362624815643
M84_4	211.090908444969
M85_4	211.12134573793
M86_4	210.184646889062
M87_4	211.285885754289
M88_4	212.032801027442
M89_4	211.890420741776
M90_4	212.319978313299
M91_4	211.339639486521
M92_4	210.746672834339
M93_4	212.605284490398
M94_4	212.209155817884
M95_4	210.862492620393
M96_4	210.68476162986
M97_4	211.97677847986
M98_4	211.573186720661
M99_4	210.940979836722
M100_4	210.507162820754
M101_4	211.985016462641
M102_4	210.610510335482
M103_4	211.265422873375
M104_4	210.619567044748
M105_4	210.990020255405
M106_4	210.716547908555
M107_4	209.553622495961
M108_4	211.660958425983
M109_4	212.352292428057
M110_4	210.861132161918
M111_4	211.450376303884
M112_4	211.068860445845
M113_4	211.545023191452
M114_4	211.437371279298
M115_4	210.707687200778
M116_4	210.899149951481
M117_4	210.353849250824
M118_4	211.554560422743
M119_4	209.990235164397
M120_4	210.593425007016
M121_4	211.953520259148
M122_4	208.87426326301
M123_4	210.95329921977
M124_4	211.212695819691
M125_4	209.831294287938
M126_4	212.014980777746
M127_4	210.925030766371
M128_4	211.010412549867
M129_4	210.965093814344
M130_4	209.747515624869
M131_4	210.65609531516
M132_4	210.922339916223
M133_4	211.59066349887
M134_4	211.079269588786
M135_4	211.292467505903
M136_4	212.525083503991
M137_4	210.821246027681
M138_4	209.678703997353
M139_4	211.780893934153
M140_4	210.087607110848
M141_4	212.317844500826
M142_4	210.195036131378
M143_4	211.300246716945
M144_4	209.735223509151
M145_4	210.818711922858
M146_4	209.640909142523
M147_4	211.034247139016
M148_4	210.670948727977
M149_4	210.883571105856
M150_4	211.158342010595
M151_4	210.725592632098
M152_4	210.886707744615
M153_4	211.069656793214
M154_4	212.485918003201
M155_4	211.427548780977
M156_4	211.752810432944
M157_4	211.65345590919
M158_4	210.42002210867
M159_4	209.930942840448
M160_4	210.795536218918
M161_4	210.808581948459
M162_4	211.787659482568
M163_4	211.44410828349
M164_4	211.138014304444
M165_4	210.382697289355
M166_4	210.729519660804
M167_4	210.922526968627
M168_4	208.653888248976
M169_4	212.178636975133
M170_4	210.238256820155
M171_4	211.475559423384
M172_4	210.244999792893
M173_4	210.968209016844
M174_4	210.973759501628
M175_4	210.580743245442
M176_4	210.691693621065
M177_4	211.470176797924
M178_4	211.521565916009
M179_4	210.645684614482
M180_4	211.061356031709
M181_4	210.907197430346
M182_4	209.711032527729
M183_4	211.360933068626
M184_4	211.950746988941
M185_4	211.002471266124
M186_4	210.964615852067
M187_4	210.666610035135
M188_4	210.45499301161
M189_4	209.83940301175
M190_4	210.777547478002
M191_4	211.752985027072
M192_4	210.802281570753
M193_4	211.832008193034
M194_4	211.492579811045
M195_4	210.14680729369
M196_4	211.169447120375
M197_4	211.33878934857
M198_4	209.581518873213
M199_4	211.89593321654
M200_4	211.35997087302
