g1	0.989981579	0.814778268	0.821929005	0.82839963	0.850730567	0.799823737	0.788463788	0.842660178	0.798819419	0.813128395	0.810373078	0.818386714	0.778006098	0.792668735	0.74445219	0.805009363	0.739398979	0.766160797	0.783868303	0.771516992	0.842806812	0.855213024	0.856440452	0.817551162	0.803953679	0.809877116	0.806218157	0.800669823	0.818858272	0.813184871	0.802857807	0.822101491	0.83366176	0.842817327	0.871867749	0.868695652	0.801158749	0.786397144	0.815853097	0.746685115	0.801550567	0.817798568	0.840843775	0.847153537	0.797786488	0.841147333	0.738793004	0.739042676	0.778051354	0.748482372	0.792033859	0.791106994	0.75361397	0.770112282	0.785532112	0.813379872	0.824300801	0.863183503	0.79892498	0.789066112	0.809424327	0.81930493	0.804355401	0.808455416	0.811832375	0.802941514	0.81882462	0.84150987	0.725907457	0.711694483	0.725295979	0.776574803	0.784434943
g2	0.814778268	0.958038004	0.861859918	0.841217005	0.90417995	0.813633669	0.774513274	0.86321031	0.829879312	0.858875671	0.840124793	0.827388078	0.810139298	0.829984342	0.800598732	0.827947443	0.748979347	0.761178265	0.742713808	0.744060986	0.821288482	0.87065547	0.84999386	0.768646247	0.776164513	0.767574228	0.768883415	0.766787553	0.825394025	0.8296808	0.840532926	0.760428873	0.793485915	0.768271155	0.812045081	0.812587987	0.788447992	0.766693859	0.853358947	0.788378599	0.797447606	0.849444769	0.826963412	0.82473206	0.773803967	0.861117592	0.72856305	0.772843823	0.782985287	0.767338995	0.775287491	0.775556858	0.758342115	0.761899179	0.772892484	0.832115067	0.808914956	0.817782206	0.802759266	0.792748538	0.841494845	0.831894037	0.807828134	0.808509397	0.83594399	0.824927368	0.814899345	0.831873905	0.717827004	0.703775355	0.702991453	0.74452127	0.755382635
g3	0.821929005	0.861859918	0.961073963	0.858173923	0.904654476	0.802038627	0.787713472	0.855131377	0.81942402	0.854567872	0.83072683	0.855717206	0.809254775	0.835106383	0.807075472	0.842411989	0.770433418	0.781279453	0.758159347	0.768211527	0.822133206	0.886718292	0.845768993	0.779188713	0.792118109	0.788595353	0.773225654	0.788215251	0.826308312	0.816972312	0.817929323	0.786076098	0.806725664	0.778895067	0.818492747	0.812950065	0.798633204	0.769185706	0.829098361	0.767597372	0.813972667	0.862423601	0.850906963	0.840419302	0.792130878	0.846460852	0.718495815	0.759361427	0.814711138	0.786417556	0.774336283	0.776861451	0.744440522	0.759318235	0.777423545	0.84533823	0.802724699	0.847990098	0.828080903	0.790121276	0.839188871	0.828658608	0.811435667	0.79801713	0.826263108	0.799731026	0.826773509	0.852906635	0.711910377	0.691186881	0.712929799	0.746086854	0.751735907
g4	0.82839963	0.841217005	0.858173923	0.963749965	0.880943994	0.80469395	0.796502758	0.853415061	0.798688684	0.832519191	0.828877344	0.836196612	0.799679701	0.826510721	0.78859178	0.821946048	0.751194743	0.756946066	0.770724466	0.75332392	0.851092735	0.886136891	0.871611722	0.792748225	0.805810938	0.798655757	0.795820686	0.798731526	0.816365979	0.80628707	0.799602013	0.77071662	0.804495038	0.788125659	0.81957258	0.830723384	0.807997665	0.779684601	0.806318841	0.761540246	0.780729349	0.844905792	0.815435463	0.848607889	0.802879034	0.8607147	0.73877551	0.743644806	0.797651363	0.764315888	0.79465328	0.798110567	0.756986493	0.768548763	0.791126678	0.84021344	0.800770308	0.840349854	0.815262913	0.805565258	0.821136788	0.828529924	0.812631826	0.790354445	0.848468724	0.800498031	0.815270649	0.853822914	0.738564761	0.712151278	0.730283353	0.759600794	0.76974144
g5	0.850730567	0.90417995	0.904654476	0.880943994	0.990085203	0.851911589	0.814363788	0.89334199	0.877175778	0.908220787	0.868640267	0.857116965	0.820696168	0.86056301	0.824255671	0.864064362	0.797833717	0.80273714	0.778138919	0.791597239	0.873968178	0.913362271	0.907704655	0.815972222	0.82806913	0.813461084	0.818214033	0.813574288	0.883822833	0.867481428	0.874423827	0.785908339	0.828350272	0.799644339	0.841134752	0.839045143	0.832211595	0.791564003	0.879791349	0.829132474	0.838734386	0.892038104	0.875307629	0.868899578	0.825369805	0.889097524	0.762654867	0.81194275	0.839046823	0.813182898	0.80875576	0.816283186	0.780999529	0.799893843	0.81744721	0.868933191	0.829370712	0.856199127	0.860849612	0.812139069	0.868887314	0.862064911	0.826257116	0.847152085	0.880784408	0.861120861	0.857927045	0.861114376	0.739125296	0.705120624	0.722833234	0.770919391	0.778747494
g6	0.799823737	0.813633669	0.802038627	0.80469395	0.851911589	0.954771532	0.920231624	0.8231079	0.783600493	0.835025381	0.833483117	0.773835385	0.773480663	0.778041074	0.741841699	0.794504968	0.752546689	0.754743833	0.743707094	0.757197467	0.817582944	0.832704995	0.83864369	0.79272899	0.786508791	0.776612138	0.788352273	0.759744862	0.803711635	0.807831325	0.792761203	0.764646584	0.781798766	0.78186041	0.810297781	0.807884113	0.785070556	0.78852266	0.818353163	0.754566883	0.805410845	0.788841557	0.802214631	0.825259312	0.798549699	0.817340563	0.729053254	0.755156158	0.789360173	0.778538269	0.773243435	0.775029586	0.797823258	0.770228646	0.775435272	0.786991773	0.811234758	0.799680246	0.81340901	0.777100592	0.830884096	0.810973451	0.776685728	0.820406716	0.811981234	0.820503766	0.847820938	0.797894986	0.775692636	0.743808508	0.749129756	0.761966825	0.744504845
g7	0.788463788	0.774513274	0.787713472	0.796502758	0.814363788	0.920231624	0.962189238	0.783876298	0.76600049	0.799859138	0.81055463	0.766822879	0.756346541	0.763102725	0.712430646	0.765987853	0.734278817	0.750736073	0.749970042	0.758735441	0.801849642	0.803669832	0.810685608	0.785907223	0.78355365	0.770428016	0.777948113	0.763250676	0.779779542	0.794604317	0.767261764	0.755305353	0.795733145	0.786653245	0.809723041	0.816159112	0.778879056	0.796135831	0.786585366	0.73217636	0.782811027	0.772839506	0.785003512	0.822518188	0.804760788	0.810688725	0.745611968	0.741320666	0.785961355	0.762299941	0.759102156	0.766160367	0.771961846	0.765877224	0.761837456	0.771470937	0.785529259	0.786462625	0.804396379	0.768338632	0.797251062	0.77194735	0.786162777	0.791	0.808814735	0.780419253	0.821647419	0.796942975	0.794283698	0.773712737	0.755876387	0.767259661	0.750382128
g8	0.842660178	0.86321031	0.855131377	0.853415061	0.89334199	0.8231079	0.783876298	0.941613994	0.81296409	0.844902007	0.834306755	0.821257198	0.801242651	0.818235141	0.783829737	0.820997872	0.746370726	0.761424889	0.758735838	0.75661157	0.838893506	0.884409229	0.865669812	0.784271369	0.799881727	0.789865261	0.789052459	0.783004552	0.834761681	0.825751277	0.81943467	0.761335677	0.795139704	0.77437375	0.81599953	0.813115908	0.793810808	0.763072086	0.832479926	0.769785847	0.794880785	0.843636789	0.829685681	0.84542917	0.788096071	0.865133877	0.733161532	0.755587893	0.801610802	0.758307801	0.78538786	0.78832885	0.760681765	0.774363169	0.793529136	0.827813789	0.810067979	0.838531895	0.812974868	0.789356725	0.828998243	0.849393374	0.807787319	0.811735941	0.850284495	0.829947766	0.820701754	0.842848803	0.724806656	0.694727592	0.718638843	0.753247513	0.781209856
g9	0.798819419	0.829879312	0.81942402	0.798688684	0.877175778	0.783600493	0.76600049	0.81296409	0.970912982	0.912198068	0.854119974	0.790099626	0.803824757	0.837199837	0.791829031	0.838816597	0.799227318	0.815840622	0.789701696	0.797527237	0.854790973	0.831858943	0.856206238	0.805430961	0.836832413	0.819160584	0.815565809	0.807748272	0.88974359	0.921276334	0.931221114	0.762124711	0.765060976	0.788852379	0.816918576	0.819078947	0.807360622	0.776514693	0.9144959	0.934166063	0.802113703	0.812409025	0.81971763	0.822853688	0.795377541	0.821584302	0.865114022	0.919008564	0.82749293	0.817186544	0.811366679	0.828985683	0.775795096	0.786156273	0.798297872	0.808567931	0.819576333	0.808029731	0.797997573	0.787544009	0.843601607	0.822940677	0.779454901	0.805377256	0.809694129	0.826331039	0.815962498	0.786338267	0.723938694	0.703343465	0.716269354	0.760874848	0.826948721
g10	0.813128395	0.858875671	0.854567872	0.832519191	0.908220787	0.835025381	0.799859138	0.844902007	0.912198068	0.97463546	0.868813131	0.816930776	0.81587703	0.826888139	0.804631898	0.851276621	0.808898962	0.819829797	0.791236195	0.79665493	0.87445402	0.867288961	0.894669432	0.814554536	0.838101966	0.818632598	0.820883347	0.8197769	0.885393521	0.917693036	0.89638273	0.760986129	0.782187464	0.797844929	0.829208499	0.838218122	0.809509918	0.785093815	0.905834009	0.875086785	0.822588153	0.846167268	0.861201111	0.838683509	0.801798144	0.85157065	0.795123938	0.855016219	0.820155771	0.81943467	0.825445856	0.831780056	0.773129291	0.790279395	0.807943163	0.81626188	0.828723156	0.826277117	0.821984662	0.813715217	0.889199581	0.844885638	0.804296921	0.820441347	0.827029902	0.84433526	0.856460445	0.825720595	0.732959851	0.705665888	0.716875295	0.772149685	0.789265339
g11	0.810373078	0.840124793	0.83072683	0.828877344	0.868640267	0.833483117	0.81055463	0.834306755	0.854119974	0.868813131	0.944464811	0.805313759	0.797158185	0.822318143	0.78981458	0.835508637	0.778259183	0.799783962	0.799909607	0.813113918	0.858603395	0.863458133	0.861446583	0.829725282	0.835043612	0.819025817	0.832339508	0.824170256	0.820832803	0.844458763	0.830490134	0.773166391	0.76998088	0.812085248	0.83316359	0.835474434	0.912991128	0.898274124	0.825546155	0.804861111	0.801155116	0.826737697	0.826075981	0.905107188	0.916908152	0.89665826	0.81819332	0.839591734	0.827078782	0.800983272	0.840205532	0.840871658	0.805097641	0.814967627	0.814461812	0.807160241	0.812356979	0.83331215	0.814345457	0.799492063	0.833841076	0.832573744	0.79542267	0.812278256	0.825582893	0.836653638	0.842309158	0.815542596	0.744444444	0.745744411	0.736145043	0.784798883	0.78945367
g12	0.818386714	0.827388078	0.855717206	0.836196612	0.857116965	0.773835385	0.766822879	0.821257198	0.790099626	0.816930776	0.805313759	0.957931874	0.811322034	0.819301033	0.80767389	0.84055522	0.762359276	0.764920901	0.755962521	0.757358263	0.814633261	0.863127827	0.823773064	0.774420826	0.781533438	0.773892216	0.772934132	0.781962516	0.833674083	0.809689214	0.800468356	0.781795362	0.803135472	0.77994228	0.821415738	0.816165008	0.794248053	0.771146057	0.796454913	0.737155799	0.761101137	0.823364374	0.811243308	0.826522102	0.789690107	0.836369048	0.713029433	0.735329198	0.786189785	0.775673401	0.772368421	0.772047385	0.743421053	0.752155689	0.764952655	0.849049796	0.796311819	0.849976082	0.830389114	0.793249701	0.800370902	0.80758209	0.800132164	0.773850746	0.809848024	0.761221574	0.786056828	0.84280597	0.709779746	0.699101796	0.713462705	0.74224458	0.741090648
g13	0.778006098	0.810139298	0.809254775	0.799679701	0.820696168	0.773480663	0.756346541	0.801242651	0.803824757	0.81587703	0.797158185	0.811322034	0.907347026	0.857667916	0.776099452	0.851287583	0.750136687	0.744153414	0.733888438	0.735677784	0.784221173	0.819712498	0.798789818	0.74497805	0.75627361	0.749131248	0.755072077	0.748400427	0.826264931	0.811683896	0.805216575	0.76570016	0.765823632	0.745499731	0.776000535	0.777770334	0.768215912	0.744717608	0.814226886	0.78753654	0.761128191	0.779965296	0.781993355	0.796343085	0.757622154	0.811893042	0.747731519	0.761895268	0.783928089	0.759077461	0.748864547	0.754911132	0.736252002	0.755280749	0.748061497	0.793335125	0.797808366	0.784271767	0.7974	0.786534865	0.787597003	0.801894344	0.764918868	0.76239339	0.786160109	0.765228932	0.779898219	0.78928762	0.730815508	0.710508746	0.71144245	0.717426166	0.741632218
g14	0.792668735	0.829984342	0.835106383	0.826510721	0.86056301	0.778041074	0.763102725	0.818235141	0.837199837	0.826888139	0.822318143	0.819301033	0.857667916	0.92588526	0.782248598	0.834189047	0.758411215	0.755409281	0.751983078	0.744643092	0.805109297	0.849259932	0.82517246	0.758070815	0.778407593	0.773142112	0.768949772	0.772550039	0.824168631	0.821599045	0.843868356	0.765975483	0.802482038	0.764443862	0.791111111	0.789907177	0.77766876	0.749318447	0.839582252	0.818635715	0.779172629	0.816443346	0.795616652	0.812086629	0.773193867	0.82723023	0.776879969	0.796690461	0.807179623	0.760627132	0.755317761	0.761258321	0.745730674	0.765631119	0.76655348	0.817287513	0.767759206	0.788305925	0.799348958	0.771549479	0.794282731	0.81136127	0.788763751	0.777777778	0.815201586	0.792676604	0.786040742	0.811377246	0.71901528	0.702439979	0.706305237	0.726732803	0.761359198
g15	0.74445219	0.800598732	0.807075472	0.78859178	0.824255671	0.741841699	0.712430646	0.783829737	0.791829031	0.804631898	0.78981458	0.80767389	0.776099452	0.782248598	0.954811242	0.851620507	0.749042146	0.740716879	0.73397665	0.733486671	0.780455949	0.811428571	0.805228998	0.743312697	0.765909629	0.756968845	0.760271567	0.760539531	0.77869913	0.782310899	0.780335957	0.718153053	0.720650387	0.731294118	0.749120131	0.765002936	0.756423794	0.729496738	0.789489	0.776400047	0.760958504	0.797557841	0.782897033	0.779641276	0.749912536	0.780415257	0.730395599	0.748310811	0.773949082	0.757245523	0.755655843	0.75415399	0.739041496	0.74874107	0.758523726	0.781957547	0.753402159	0.760724332	0.755873758	0.749473684	0.795499824	0.796460694	0.759849465	0.751836735	0.764656915	0.752822064	0.765240328	0.776902428	0.695384796	0.687595085	0.675867788	0.710060904	0.729069224
